item_id:token	title:token	categories:token_seq	brand:token	sales_type:token	sales_rank:float
B013HN3Q3E	Mafia III - PC	'Video Games', 'PC', 'Games'	by        2K Games	Video Games	
B013J1F0K6	Journey - PS3/PS4 [Digital Code]	'Video Games', 'Games'	by        SCEA	Video Games	
B013J4LA66	Ghostbusters Slimer Fun Pack - LEGO Dimensions	'Video Games', 'Interactive Gaming Figures'	by        LEGO	Video Games	
B013JDH8J0	Cyber Gadget Rubber Coating Grip 2 Black For Nintendo New 3DS LL XL	'Video Games', 'Accessories'	Cyber Gadget	Video Games	
B013JLB1IQ	PowerA Charging Stand for Xbox One - Black	'Video Games', 'Xbox One', 'Accessories', 'Chargers'	by        PowerA	Video Games	
B013KZ3P9O	Far Cry 4 Complete Edition - PlayStation 4	'Video Games', 'Games'	by        Ubisoft	Video Games	
B013LEDQMA	Disney Infinity 3.0 Editon: MARVEL's Ultron Figure	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B013LED7TM	Disney Infinity 3.0 Editon: MARVEL's Hulkbuster Figure	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B013LED6JI	Disney Infinity 3.0 Edition: Star Wars Darth Maul Figure	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B013P0HW7K	Razer Orbweaver Chroma: 30 Progammable Keys - Adjustable Hand, Thumb, and Palm-Rest Modules - Razer Green Mechanical Switches (Tactile and Clicky) - Gaming Keypad - RZ07-01440100-R3U1	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Razer	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Keyboards', '>#394	
B013S3UY2E	Creative Sound BlasterX H3 Portable Analog Gaming Headset	'Video Games', 'PC', 'Accessories', 'Headsets'	Creative	Video Games > PlayStation 4 > Accessories > Headsets', '>#640	
B013TVXHYC	ARK: Survival Evolved Early Access [Online Game Code]	'Video Games', 'PC', 'Games'	by        Studio Wildcard	Video Games	
B013UMJM4O	eXtremeRate Light Bar Decal Stickers Set of 30 Different Pcs for PS4 Playstation 4 PS4 PS4 Slim PS4 Pro Controller - Color Prints Game Theme Mix Stickers ?New	'Video Games', 'Accessories'	by        eXtremeRate	Video Games	
B013VLU5BS	Tomee Stylus Pen Set for New 3DS XL (3-Pack)	'Video Games', 'Accessories', 'Stylus Pens'	by        Tomee	Video Games	
B013VO6FE6	ParticleGrip Studded Skin Set for Xbox One (&amp; One S) by Foamy Lizard &ndash; Patent Pending Silicone Skin Cover Antislip Studs Plus Matching Set of 4 AceShot Analog Thumbgrips (Black)	'Video Games', 'Xbox One', 'Accessories', 'Accessory Kits'	Foamy Lizard	Electronics	
B00QGTVMN8	3 Pack Clear LCD Screen Protector Cover for Nintendo 3DS (Set of 2 - Top and Bottom Cover)	'Video Games', 'Accessories', 'Screen Protectors'	by        eForCity	Video Games	
B013X9HA7K	The Legend of Zelda: TriForce Heroes - 3DS	'Video Games', 'Games'	by        Nintendo	Video Games	
B013XJ2M8M	Rocket League [Online Game Code]	'Video Games', 'PC', 'Games'	by        Psyonix	Video Games	
B0140Z6SY2	Game of Thrones - A Telltale Games Series - PlayStation 4	'Video Games', 'Games'	by        U&I Entertainment	Video Games	
B0140Z6U0Y	Back to the Future: The Game - 30th Anniversary - Xbox 360	'Video Games', 'Games', 'Your choices and actions change to story around you'	by        Telltale Games	Video Games	
B0140Z6V76	Back to the Future: The Game - 30th Anniversary Edition - Xbox One	'Video Games', 'Xbox One', 'Games', 'Your choices and actions change to story around you'	by        Telltale Games	Video Games	
B0140Z6T5U	Back to the Future: The Game - 30th Anniversary Edition - PlayStation 4	'Video Games', 'Games'	by        Telltale Games	Video Games	
B014278KPS	Mario Modern Color Amiibo - Japan Import (Super Smash Bros Series)	'Video Games', 'Interactive Gaming Figures'	Nintendo	Video Games	
B0144K8KQW	Nintendo Animal Crossing: Happy Home Designer + New 3DS Bundle	'Video Games', 'Consoles'	by        Nintendo	Video Games	
B0144K8S3M	Collective Minds CronusMaxPLUS with BT Dongle &amp; Sound Card - PlayStation 4	'Video Games', 'Xbox'	by        Collective Minds	Video Games	
B0147ET0ZA	Rise of the Tomb Raider [Online Game Code]	'Video Games', 'PC', 'Games'	by        Square Enix	Video Games	
B0149HT55K	Mega Man Legacy Collection - PS4 [Digital Code]	'Video Games', 'Games'	by        Capcom	Video Games	
B0149QBXJC	Corsair K30 Gaming Keyboard, 6 Programmable G keys, Backlit RED LED	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Corsair	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Keyboards', '>#14,050	
B014CLMJ74	Rock Band 4 Bundle with Legacy Game Controller Adapter - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Mad Catz	Video Games	
B014DMSKD4	Mega Man Legacy Collection	'Video Games', 'Games'	by        Capcom	Video Games	
B014E8HHOA	Wii U Fit Meter Green &amp; White (Bulk Packaging)	'Video Games', 'Wii U', 'Games'	Nintendo	Video Games	
B014EEWEA6	B740 Light Strike LK Optical Gaming Keyboard Smooth/Linear Zero LAG &ndash; Ultra Durable &amp; Weighted with Water Resistant Unibody and Built-in Wristrest - Neon LED Backlit &ndash; [LK Black Switches - Gen 1]	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	BLOODY	Video Games > PC Games > PC Game Hardware > Gaming Keyboards', '>#27,727	
B014FZYV3C	Nintendo Selects: Animal Crossing: New Leaf Welcome amiibo - 3DS [Digital Code]	'Video Games', 'Games'	by        Nintendo	Video Games	
B014GBNZ64	Pink Yarn Yoshi Amiibo (Yoshi's Woolly World Series)	'Video Games', 'Wii U', 'Games'	by        Nintendo	Video Games	
B014H2W1YO	ASTRO Gaming MixAmp Pro TR for PS4 - Black - PlayStation 4	'Video Games', 'Mac', 'Accessories'	by        ASTRO Gaming	Video Games	
B014H326ES	ASTRO Gaming A40 TR  Gaming Headset for PC, Mac- White	'Video Games', 'PC', 'Accessories', 'Headsets'	by        ASTRO Gaming	Video Games	
B014JNM8GM	Super Mario Bros. 3 - 3DS [Digital Code]	'Video Games', 'Games'	by        Nintendo	Video Games	
B014K1HFAW	Tom Clancy's Rainbow Six Siege (Beta) - [Uplay Code]	'Video Games', 'PC', 'Games'	by        Ubisoft		
B014KXMLXG	Tom Nook Amiibo (Animal Crossing Series)	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B014KXMDPC	Resident Evil Origins Collection - PlayStation 4 Standard Edition	'Video Games', 'Games', 'All original difficulty levels plus new Very Easy Mode for novice players'	by        Capcom	Video Games	
B014KXME60	Resident Evil Origins Collection - Xbox One Standard Edition	'Video Games', 'Xbox One', 'Games'	by        Capcom	Video Games	
B014KXMLZ4	Mabel Amiibo (Animal Crossing Series)	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B014LNTVGK	Xenoblade Chronicles X Special Edition - Wii U	'Video Games', 'Wii U', 'Games'	by        Nintendo	Video Games	
B014MRVRIA	PowerA FUSION Pro Controller for Xbox One	'Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Superior Quality Components', 'Precision Analog Sticks', 'Dual Trigger Locks'	by        PowerA	Video Games	
B014N4RTS4	YO-KAI WATCH - 3DS	'Video Games', 'Games'	by        Nintendo	Video Games	
B014N5AXWC	Disney Infinity 3.0 Edition: Toy Box Speedway (A Toy Box Expansion Game)	'Video Games', 'Interactive Gaming Figures'	Disney Infinity	Video Games	
B014P45UZ6	AFUNTA G9000 Stereo Gaming Headset Compatible Mac, PS4, PC, Xbox One Controller, Laptop, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs -Blue	'Video Games', 'Accessories', 'Headsets'	AFUNTA	Video Games > PlayStation 4 > Accessories > Headsets', '>#677	
B014PCUKJO	Street Fighter V - Collector's Edition - PlayStation 4	'Video Games', 'Games'	by        Capcom	Video Games	
B014PZTAME	Microsoft Xbox One Elite	'Video Games', 'Xbox One'	Microsoft	Video Games	13280.0
B014Q5UNH4	EA Access 12 Month Subscription - Xbox One [Digital Code]	'Video Games', 'Xbox One', 'Subscription Cards'	by        Electronic Arts	Video Games	
B014QAIBFU	PlayStation Vita Wi-Fi model Aqua Blue (PCH-2000ZA23) Japanese Ver. Japan Import	'Video Games', 'PlayStation Vita', 'Consoles'	Sony	Video Games	
B014QAIBNM	PlayStation Vita Wi-Fi model Glacier White (PCH-2000ZA22) Japanese Ver. Japan Import	'Video Games', 'PlayStation Vita', 'Consoles'	Sony	Video Games	
B014R4ZYJG	Deadpool - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Activision	Video Games	
B014R4ZZ0E	Uncharted 4: A Thief's End Special Edition - PlayStation 4	'Video Games', 'Games'	by        Sony	Video Games	
B014R50404	Uncharted 4: A Thief's End Libertalia Collector's Edition - PlayStation 4	'Video Games', 'Games'	by        Sony	Video Games	
B014R4ZXXI	Deadpool - PlayStation 4	'Video Games', 'Games'	by        Activision	Video Games	
B014SIVGAW	120GB 120G Internal HDD Hard Drive Disk Disc for Xbox360 XBOX 360 S Slim Games	'Video Games', 'Accessories', 'Memory'	by        Hittime	Electronics	
B014TRBQE8	Halo 5 Guardians - Xbox One Digital Code	'Video Games', 'Xbox One', 'Games'	by        Microsoft	Video Games	
B014US02ZA	Thrustmaster T150 RS Racing Wheel for PlayStation4/PlayStation3/PC - PlayStation 3; PlayStation 2; PlayStation	'Video Games', 'Accessories', 'Controllers'	by        ThrustMaster	Video Games	
B014VZ5RHA	WRC 5 - PlayStation 3 - PlayStation 3	'Video Games', 'Games'	by        Maximum Games	Video Games	
B014W1YRY2	Corsair Gaming M65 RGB FPS Gaming Mouse, Aircraft-Grade Aluminum, 8200 DPI (CH-9000109-NA)	'Video Games', 'PC', 'Accessories', 'Gaming Mice'	Corsair	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Mice', '>#14,922	
B014W1ZAFM	Corsair Gaming K70 Mechanical Keyboard, Backlit Blue LED, Cherry MX Red	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Corsair	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Keyboards', '>#17,187	
B014W3FGYU	CORSAIR Strafe Mechanical Gaming Keyboard - Red LED Backlit - USB Passthrough - Linear and Quiet - Cherry MX Red Switch	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Corsair	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Keyboards', '>#5,180	
B014XCWZA8	Minecraft: Story Mode - Season Disc - Xbox 360	'Video Games', 'Games'	by        Telltale Games	Video Games	
B014XCWXIW	Minecraft: Story Mode - Season Disc - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Telltale Games	Video Games	
B014XCWYOK	Minecraft: Story Mode - Season Disc - PlayStation 4	'Video Games', 'Games'	by        Telltale Games	Video Games	
B014YE12CM	Nitroplus Blasterz: Heroines Infinite Duel - PlayStation 4	'Video Games', 'Games'	by        Xseed	Video Games	
B0151K6J9Y	Shovel Knight Amiibo - Nintendo Wii U/ 3DS	'Video Games', 'Wii', 'Accessories'	by        Yacht Club Games	Video Games	
B0152AW2JE	Lords of the Fallen PlayStation 4 Complete Edition	'Video Games', 'Games'	by        City Interactive	Video Games	
B0155OC7ZQ	Call of Duty: Black Ops III &ndash; Steelbook Edition &ndash; Xbox One  - Amazon Exclusive	'Video Games', 'Xbox One', 'Games'	by        Activision	Video Games	
B0155OAGFE	Call of Duty: Black Ops III  Steelbook Edition  PlayStation 4 - Amazon Exclusive	'Video Games', 'Games'	by        Activision	Video Games	
B0156SN04I	Hasbro Family Fun Pack - Xbox One Standard Edition	'Video Games', 'Xbox One', 'Games'	by        Ubisoft	Video Games	
B01574SNES	PlayStation 4 500GB Console - Star Wars Battlefront Limited Edition Bundle [Discontinued]	'Video Games', 'Consoles'	by        Sony	Video Games	
B01574SORE	PlayStation 4 500GB Console - Star Wars Battlefront Bundle[Discontinued]	'Video Games', 'Consoles'	by        Sony	Video Games	
B0158TCVCC	Super Mario Maker Console Deluxe Set - Nintendo Wii U	'Video Games', 'Wii U', 'Consoles'	by        Nintendo	Video Games	
B015HAL2OA	Kingdom Hearts HD 2.8 Final Chapter Prologue - PlayStation 4	'Video Games', 'Games', 'New game contents that occur after the storyline of KINGDOM HEARTS Birth by Sleep', 'Features Aqua as a playable character'	by        Square Enix	Video Games	
B015IX3X3E	Microsoft Xbox One Controller + Wireless Adapter for Windows 10	'Video Games', 'Xbox One', 'Accessories', 'Controllers'	by        Microsoft	Video Games	
B015KJAQX6	Controller Gear PS4 Controller Stand - Officially Licensed by PlayStation - Black	'Video Games', 'Accessories'	by        Controller Gear	Video Games	
B015NGZFWS	PlayStation 4 1TB Console - Call of Duty: Black Ops 3 Limited Edition Bundle [Discontinued]	'Video Games', 'Consoles'	by        Sony	Video Games	
B015OYM2P2	Dragon Age Inquisition - Game of the Year Edition - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Electronic Arts	Video Games	
B015OYM10I	Dragon Age Inquisition - Game of the Year Edition - PlayStation 4	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B015PIIHL0	Xbox One 500GB Console - The LEGO Movie Videogame Bundle	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B015TL6PGM	Xbox One 1 TB Console -  Fallout 4 Bundle	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B015TL6PCQ	Xbox One 1TB Console - 3 Games Holiday Bundle (Gears of War: Ultimate Edition + Rare Replay + Ori and the Blind Forest)	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B015UA1NBO	Disney Infinity 3.0 Edition: Star Wars The Force Awakens Kylo Ren Figure	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B015UA1O5Y	Disney Infinity 3.0 Edition: Star Wars The Force Awakens Play Set	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B015VP5EOK	ienza&reg; Turtle Beach and Astro Gaming Headsets Talkback / Chat / Audio Cable for the Newest Xbox One Controller with 3.5mm Headset Jack	'Video Games', 'Xbox One', 'Accessories', 'Headsets'	ienza	Computers & Accessories	
B015WCV6QM	Razer Diamondback - Chroma-Enabled Ergonomic RGB Ambidextrous Gaming Mouse - 16,000 Adjustible DPI	'Video Games', 'PC', 'Accessories', 'Gaming Mice'	Razer	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Mice', '>#8,648	
B015WKY3IM	SteelSeries Stratus XL, Bluetooth Wireless Gaming Controller for Windows + Android, Samsung Gear VR, HTC Vive, and Oculus	'Video Games', 'PC', 'Accessories', 'Controllers'	SteelSeries	Video Games > PC Games > Virtual Reality > Controllers', '>#19	
B015XC3B46	Zacro PS4 Vertical Stand Cooling Fan Dual Charging Station for Playstation 4 Dual Shock 4 Controllers, with Dual USB HUB Charger Ports -Dual Use with Cooling and Charging System(Not for PS4 Slim/Pro)	'Video Games', 'Accessories', 'Cooling Systems'	Zacro	Computers & Accessories	
B015YD91ZW	Xbox One 500GB Console with Kinect Bundle (Includes Chat Headset)	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B015Z31TVA	Megadimension Neptunia VII - PlayStation 4	'Video Games', 'Games'	by        IDEA FACTORY	Video Games	
B0160EMIZY	Fallout 4: Contraptions Workshop - Xbox One Digital Code	'Video Games', 'Xbox One', 'Downloadable Content'	by        Bethesda	Video Games	
B0160EMEGM	Fallout 4 - Xbox One Digital Code	'Video Games', 'Xbox One', 'Digital Games'	by        Bethesda		
B0160USMW6	SteelSeries Rival 300, Optical Gaming Mouse - Black	'Video Games', 'PC', 'Accessories', 'Gaming Mice'	SteelSeries	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Mice', '>#408	
B01645FHEI	Logitech G410 Atlas Spectrum RGB Tenkeyless Mechanical Gaming Keyboard	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Logitech	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Keyboards', '>#8,904	
B0166QDR9W	Borderlands Triple Pack - PlayStation 3	'Video Games', 'Games'	by        2K Games	Video Games	
B0166QDJZE	Far Cry Primal - Xbox One Standard Edition	'Video Games', 'Xbox One', 'Games'	by        Ubisoft	Video Games	
B0166QDJDQ	Far Cry Primal - PlayStation 4 Standard Edition	'Video Games', 'Games'	by        Ubisoft	Video Games	
B0167BDVD8	Replacement 1200mAh PSP-S110 PSPS110 Battery for Sony PSP Slim Portable Playstation PSP-2000, PSP-2001, PSP-3000, PSP-3001, PSP-3002, PSP-3004	'Video Games', 'Sony PSP', 'Accessories', 'Batteries'	by        MPF Products	Video Games	
B0167N3CKS	Far Cry Primal - PC Standard Edition	'Video Games', 'PC', 'Games'	by        Ubisoft	Video Games	
B0168GEVOA	Aweek&reg; 5 Port Hub USB 3.0 2.0 High Speed Charger Controller Adapter Splitter Connector Expand Hub Port for Playstation 4 PS4 Gaming Console	'Video Games', 'Accessories'	Aweek	Electronics	
B016E70408	Fallout 4 - PlayStation 4	'Video Games', 'Games'	by        Bethesda	Video Games	
B016E70C6O	Fallout 4 - Season Pass - PC [Download Code]	'Video Games', 'Games'	by        Bethesda	Video Games	
B016IAM864	Corsair KATAR Gaming Mouse, 8000 DPI, Backlit Red	'Video Games', 'PC', 'Accessories', 'Gaming Mice'	Corsair	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Mice', '>#2,136	
B016K08OHY	SNES Retro USB Super Nintendo Controller for Windows PC/MAC (Grey/Purple) (Pack of 2)	'Video Games', 'PC', 'Accessories', 'Controllers'	iNNEXT	Video Games	
B016K12406	PDP Afterglow AG 9 Wireless Headset for PlayStation 4	'Video Games', 'Accessories', 'Headsets'	by        PDP	Video Games	
B016K122XU	PDP Afterglow AG 9 Wireless Headset for Xbox One	'Video Games', 'Xbox One', 'Accessories', 'Headsets'	by        PDP	Video Games	
B016KBVBCS	Steam Controller	'Video Games', 'PC', 'Accessories', 'Controllers'	by        Valve	Video Games	
B016LGYTJO	Disney Infinity 3.0 Edition: Judy Hopps Figure	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B016LGYTKS	Disney Infinity 3.0 Edition: Nick Wilde Figure	'Video Games', 'Interactive Gaming Figures'	by        Disney Infinity	Video Games	
B016M91SS0	Redragon K551 Mechanical Gaming Keyboard with Cherry MX Blue Switches, Vara, 104 Keys LED Backlit Illuminated Computer Keyboard Metal Construction for Windows PC Games - Black	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Redragon	Video Games > PC Games > PC Game Hardware > Gaming Keyboards', '>#481	
B016MAK38U	Redragon K552 RED LED Backlit Mechanical Gaming Keyboard Small Compact 87 Key Metal Mechanical Computer Keyboard KUMARA USB Wired Cherry MX Blue Equivalent Switches for Windows PC Gamers - Black	'Video Games', 'PC', 'Accessories', 'Gaming Keyboards'	Redragon	Video Games > PC Games > PC Game Hardware > Gaming Keyboards', '>#37	
B016NEVPZ0	Green Yarn Yoshi amiibo (Yoshi's Woolly World Series)	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B016NZF8QQ	Star Wars: Battlefront &amp; SteelBook (Amazon Exclusive) - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Electronic Arts	Video Games	
B016OAKUSG	Robot amiibo - Japan Import (Super Smash Bros Series)	'Video Games', 'Interactive Gaming Figures'	Nintendo	Video Games	
B016OAL25G	Mewtwo amiibo - Japan Import (Super Smash Bros Series)	'Video Games', 'Interactive Gaming Figures'	Nintendo	Video Games	
B016P09VFS	KontrolFreek FPS Freek Galaxy Purple Performance Thumbsticks for PlayStation 4 Controller (PS4)	'Video Games', 'Accessories', 'Thumb Grips'	KontrolFreek	Video Games	
B016P6KIFY	PlayStation 4 500GB Console - Uncharted: The Nathan Drake Collection Bundle (Physical Disc)[Discontinued]	'Video Games', 'Consoles'	by        Sony	Video Games	
B016P608OK	Mcbazel HDTV HD AV RCA Component Cable Cord For Xbox 360 / XBOX 360 Slim	'Video Games', 'Accessories', 'Cables'	Importer520	Video Games	
B016PB831K	Collective Minds Trigger Grips for Xbox One	'Video Games', 'Xbox One', 'Accessories', 'Controllers'	by        Collective Minds	Video Games	
B016S5DC3M	Chibi-Robo amiibo - Amazon Exclusive	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B016VFPZVG	Fallout 4 Season Pass - PS4 [Digital Code]	'Video Games', 'Games'	by        Bethesda	Video Games	
B016XIA2FK	Green Yarn Big Yoshi Amiibo - Wii U (yoshi Woolly World) [Japan Import] by Nintendo	'Video Games'	Nintendo	Video Games	
B016XGNC54	Enhance GX-K3 Wired Gaming Keyboard with 104 Hybrid Mechanical Feel Keys, Multimedia Hotkeys, 3 LED Backlit Colors, Braided Cable - Great for PUBG, League of Legends, More	'Video Games', 'PC'	ENHANCE	Computers & Accessories	
B016Y3CTJQ	PS4 Controller Charger, Megadream Playstation 4 Charging Station for Sony PS4 / PS4 Pro / PS4 Slim DualShock 4 Controller, Dual USB Fast Charging Station Stand &amp; LED Indicator Light	'Video Games', 'Accessories', 'Chargers'	Megadream	Video Games	
B016YQRYNY	Fosmon [Set of 4] Analog Stick Joystick Controller Performance Thumb Grips for PS4 | PS3 | Xbox One | Xbox 360 | Wii U (Black &amp; Blue)	'Video Games', 'Accessories', 'Thumb Grips'	Fosmon	Electronics	
B0170S2W0U	Star Wars: Battlefront - Season Pass - PlayStation 4 [Digital Code]	'Video Games', 'Downloadable Content'	by        Electronic Arts		
B0171RL3RS	Mario &amp; Luigi: Paper Jam - Nintendo 3DS	'Video Games', 'Games'	by        Nintendo	Video Games	
B0171RL3P0	HORI Amiibo Card Folio Officially Licensed by Nintendo	'Video Games', 'Accessories', 'Officially Licensed by Nintendo', 'Store cards in individual pockets'	by        Hori	Video Games	
B01720MZJO	Collective Minds XBOX ONE Strike Pack	'Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Joysticks'	by        Collective Minds	Video Games	
B0176M1GHA	New Leap Motion Controller PC &amp; Mac Real 3D interaction with Packaging LM-010		Joserie	Video Games	
B0176NK6D4	New Updated SADES Spirit Wolf 7.1 Surround Stereo Sound USB Computer Gaming Headset with Microphone,Over-The-Ear Noise Isolating,Breathing LED Light for PC Gamers (Black Blue)	'Video Games', 'PC', 'Accessories', 'Headsets'	SADES	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Headsets', '>#21,162	
B017759E16	Need for Speed &amp; SteelBook (Amazon Exclusive) - PlayStation 4	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B0177G3QV4	Razer Wildcat eSports Customizable Premium Controller for Xbox One  W/ 4 Programmable Buttons	'Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Ergonomic shape and weight favored by top eSports athletes', 'Quick control panel for easy profile and audio customization', 'Forged with enhanced materials for complete reliability on the battlefield'	by        Razer	Video Games	
B0178FWY62	Ortz PS4 Vertical Stand with Cooling Fan [LIMITED EDITION -White]	'Video Games', 'Accessories', 'Accessory Kits'	by        Ortz	Video Games	
B017AGIDY6	Life is Strange - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Square Enix	Video Games	
B017AGIDV4	Life is Strange - PlayStation 4	'Video Games', 'Games'	by        Square Enix	Video Games	
B017AGIDT6	Life is Strange Limited Edition - PlayStation 4	'Video Games', 'Games', 'A beautifully written modern adventure game', 'Rewind time to change the course of events', 'Multiple endings depending on the choices you make', 'Directors commentary', 'A beautifully written modern adventure game', 'Rewind time to change the course of events', 'Multiple endings depending on the choices you make'	by        Square Enix	Video Games	
B017AGIDS2	Life is Strange Limited Edition - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Square Enix	Video Games	
B017BB8ZVQ	Gladiator Joystick, Flight Simulator Controller Stick - PC Mac Linux	'Video Games', 'PC', 'Accessories', 'Controllers', 'Joysticks', 'Ergonomic Grip Angle', 'Smooth Precise Movement', 'Sturdy Internal Structure for Long Use'	by        VKB Sim.	Video Games	
B017BFH9SM	TNP 3DS Charger AC Adapter Power Supply Home Wall Travel Battery Charging Cord Cable Replacement Accessories Kit for Nintendo New 3DS / New 3DS XL / 2DS / 3DS XL / 3DS / DSi XL / DSi [Nintendo 3DS]	'Video Games', 'Accessories', 'Chargers'	by        TNP Products	Video Games	
B017CCKMU6	Wii U Super Smash Bros and Splatoon Bundle - Special Edition Deluxe Set	'Video Games', 'Wii U', 'Consoles'	Nintendo	Video Games	
B017EUIF0U	Xbox One 500GB Console - Gears of War: Ultimate Edition Bundle	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B017GY07L4	Nights of Azure - PlayStation 4	'Video Games', 'Games'	by        Tecmo Koei	Video Games	
B017KIHMQE	Xbox 360 500GB Console - Forza Horizon 2 Bundle	'Video Games', 'Consoles'	by        Microsoft	Video Games	
B017L186MY	Overwatch - Origins Edition - PlayStation 4	'Video Games', 'Games'	by        Blizzard Entertainment	Video Games	
B017L187YG	Overwatch - Origins Edition - PC	'Video Games', 'PC'	by        Blizzard Entertainment	Video Games	
B017L187LE	Overwatch - Origins Edition - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Blizzard Entertainment	Video Games	
B017L187X2	Overwatch - Collector's Edition - PC	'Video Games', 'PC', 'Experience the extraordinary', 'The world is your battlefield'	by        Blizzard Entertainment	Video Games	
B017L1WXD2	Xbox One 500GB Console with Kinect (No Chat Headset Included)	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B017M4FT34	Cooler Master Xornet II Optical Gaming Mouse with RGB Lighting, Buttons &amp; Claw Grip Design (SGM-2002-KLON1)	'Video Games', 'PC', 'Accessories', 'Gaming Mice'	Cooler Master	Computers & Accessories > Computer Accessories > Game Hardware > PC Game Hardware > Gaming Mice', '>#21,445	
B017MRX6CM	World of Warcraft: Legion - Standard Edition - PC/Mac	'Video Games', 'PC', 'Games'	by        Blizzard Entertainment	Video Games	
B017RZ3PWU	Xbox One 1TB Console : Rise of the Tomb Raider Bundle	'Video Games', 'Xbox One', 'Consoles'	by        Microsoft	Video Games	
B017S3OPZM	NieR: Automata - Playstation 4	'Video Games', 'Games'	by        Square Enix	Video Games	
B017TFOZOA	Kingdoms of Amalur: Reckoning - PS3 [Digital Code]	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B017V6Y2ZE	EA Sports UFC 2 - Xbox One	'Video Games', 'Xbox One', 'Games'	by        Electronic Arts	Video Games	
B017V6Y34E	EA Sports UFC 2 - PlayStation 4	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B017VLXGFQ	Rock Candy Wired Controller for Xbox One - Blueberry Boom	'Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Officially Licensed for Xbox One', 'Built in audio support with audio controls', 'SmartTrack analog stick technology', 'Vibration feedback rumble motors and impulse triggers'	by        PDP	Video Games	
B017W16ZNA	Bravely Second: End Layer - Nintendo 3DS	'Video Games', 'Games'	by        Nintendo	Video Games	
B017W1771Y	The Legend of Zelda: Twilight Princess HD - Wii U	'Video Games', 'Wii U', 'Games'	by        Nintendo	Video Games	
B017W17G1U	Blathers amiibo (Animal Crossing Series)	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B017W1780O	Kicks amiibo (Animal Crossing Series)	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B017W17G4M	Mr. Resetti amiibo (Animal Crossing Series)	'Video Games', 'Wii U', 'Accessories'	by        Nintendo	Video Games	
B017W175SE	Dragon Quest VII: Fragments of the Forgotten Past - Nintendo 3DS	'Video Games', 'Games'	by        Nintendo	Video Games	
